filename,label,B_Q1_B1,B_Q1_B2,B_Q1_B3,B_Q1_B4,B_Q1_B5,B_Q1_B6,B_Q1_B7,B_Q1_B8,G_Q1_B1,G_Q1_B2,G_Q1_B3,G_Q1_B4,G_Q1_B5,G_Q1_B6,G_Q1_B7,G_Q1_B8,R_Q1_B1,R_Q1_B2,R_Q1_B3,R_Q1_B4,R_Q1_B5,R_Q1_B6,R_Q1_B7,R_Q1_B8,B_Q2_B1,B_Q2_B2,B_Q2_B3,B_Q2_B4,B_Q2_B5,B_Q2_B6,B_Q2_B7,B_Q2_B8,G_Q2_B1,G_Q2_B2,G_Q2_B3,G_Q2_B4,G_Q2_B5,G_Q2_B6,G_Q2_B7,G_Q2_B8,R_Q2_B1,R_Q2_B2,R_Q2_B3,R_Q2_B4,R_Q2_B5,R_Q2_B6,R_Q2_B7,R_Q2_B8,B_Q3_B1,B_Q3_B2,B_Q3_B3,B_Q3_B4,B_Q3_B5,B_Q3_B6,B_Q3_B7,B_Q3_B8,G_Q3_B1,G_Q3_B2,G_Q3_B3,G_Q3_B4,G_Q3_B5,G_Q3_B6,G_Q3_B7,G_Q3_B8,R_Q3_B1,R_Q3_B2,R_Q3_B3,R_Q3_B4,R_Q3_B5,R_Q3_B6,R_Q3_B7,R_Q3_B8,B_Q4_B1,B_Q4_B2,B_Q4_B3,B_Q4_B4,B_Q4_B5,B_Q4_B6,B_Q4_B7,B_Q4_B8,G_Q4_B1,G_Q4_B2,G_Q4_B3,G_Q4_B4,G_Q4_B5,G_Q4_B6,G_Q4_B7,G_Q4_B8,R_Q4_B1,R_Q4_B2,R_Q4_B3,R_Q4_B4,R_Q4_B5,R_Q4_B6,R_Q4_B7,R_Q4_B8,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d2_a0,contrast_d2_a45,contrast_d2_a90,contrast_d2_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d2_a0,homogeneity_d2_a45,homogeneity_d2_a90,homogeneity_d2_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d2_a0,energy_d2_a45,energy_d2_a90,energy_d2_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d2_a0,correlation_d2_a45,correlation_d2_a90,correlation_d2_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135
100000_sample_ (19).jpg,100k,0.95621073,0.009059024,0.011873478,0.1070372,0.2503105,0.106421545,8.795169e-05,0.0,0.94499904,0.0022607632,0.0013042864,0.039824214,0.09912577,0.30772465,0.029389922,0.0,0.93708235,0.0019833343,0.0014659428,0.007243482,0.08657686,0.33535597,0.043115966,0.0,0.9677434,0.050612368,0.1789758,0.15716013,0.06361451,0.011518677,8.7262706e-05,0.0,0.9671204,0.0028801528,0.07532036,0.14252393,0.18965371,0.052104585,0.00034910944,0.0,0.9575084,0.002766366,0.0035444063,0.16122726,0.23237473,0.056191806,0.002766366,0.0,0.9593963,0.0035434766,0.049520086,0.0643141,0.14076461,0.23050316,0.0033663027,0.0,0.9575701,0.0022993002,0.04687035,0.032809246,0.12672682,0.2503584,0.03227864,0.0,0.9523036,0.0017591274,0.0032543857,0.0027266473,0.07467496,0.2529625,0.1533959,0.0,0.96647006,0.021577427,0.1458959,0.17009151,0.08513604,0.08946958,0.0005416927,0.0,0.95790553,0.00429795,0.014236959,0.22018038,0.14810018,0.10753828,0.014774202,0.0,0.9567846,0.003667898,0.003399515,0.084540576,0.24852245,0.11066317,0.058149602,0.0,2.5511029,3.9606612,1.9575062,3.9081275,5.448542,3.9606612,3.8402436,3.9081275,8.18435,8.363166,5.6284585,8.30904,0.8603773,0.848444,0.8681509,0.850254,0.83652735,0.848444,0.8507196,0.850254,0.8155753,0.8117734,0.8299319,0.8119476,0.6581423,0.655314,0.66018623,0.65533614,0.65294707,0.655314,0.65703946,0.65533614,0.6477815,0.6472806,0.65384996,0.64723545,0.98356223,0.974532,0.987387,0.9748698,0.96496487,0.974532,0.9753065,0.9748698,0.94748074,0.9464412,0.96388197,0.9467878
100000_sample_ (2).jpg,100k,0.94332254,0.020267067,0.015509539,0.06470238,0.14148887,0.2747948,0.09886142,0.0,0.9451757,0.012770088,0.007662053,0.04360749,0.11133625,0.20857811,0.22049686,0.0001891865,0.92041254,0.008170429,0.0039475104,0.012301545,0.06114051,0.13724484,0.3606005,0.0002754077,0.9598854,0.27976248,0.0028769348,0.001166325,0.0054428494,0.014151409,0.010652434,0.0,0.9733665,0.22839777,0.0024121217,0.0015075761,0.0022613641,0.011005306,0.016055685,0.0,0.98726255,0.1574105,0.0028724545,0.0009335477,0.00014362272,0.005744909,0.02218971,0.0,0.8434506,0.014926327,0.02306796,0.050432894,0.3243084,0.3315454,0.26494232,0.0,0.8377631,0.013592026,0.021904506,0.037293825,0.24342084,0.31755915,0.368782,0.000112330796,0.7653945,0.002053097,0.0028743355,0.00975221,0.04711857,0.27183002,0.58133435,0.0015398227,0.9488655,0.31428108,0.001365043,0.0019271194,0.009796191,0.017906152,0.021439204,0.0,0.967728,0.25002092,0.0011610879,0.0017803347,0.0063472805,0.013546025,0.02763389,0.0,0.9918364,0.12112304,0.00063674495,0.0014857382,0.001131991,0.0032544741,0.039690435,0.0,3.1861825,4.461607,2.1561275,4.5704885,6.501938,4.461607,4.0175014,4.5704885,9.649457,9.012865,5.4545765,9.186931,0.8508885,0.82945865,0.85579437,0.8283553,0.8200235,0.82945865,0.82547337,0.8283553,0.79773766,0.79611254,0.8105412,0.7940108,0.59999174,0.59439236,0.60005414,0.5947203,0.59164476,0.59439236,0.5924613,0.5947203,0.5849969,0.58373904,0.5872282,0.5831473,0.98191595,0.974736,0.98776233,0.9741194,0.96318287,0.974736,0.977251,0.9741194,0.9454881,0.94920176,0.9691859,0.94822073
100000_sample_ (20).jpg,100k,0.94635093,0.0020979515,0.004195903,0.022465562,0.17605309,0.2697616,0.011276489,0.0,0.9483454,0.0019273533,0.0023653882,0.01042523,0.113100596,0.28735086,0.071837716,0.0,0.9454839,0.0016596632,0.0020964167,0.0026205208,0.033018563,0.1712947,0.27497998,0.0,0.9565288,0.036686324,0.07650441,0.18888983,0.20535393,0.0020580133,0.0,0.0,0.9480265,0.032837465,0.024494974,0.16880232,0.26624972,0.013578735,8.8749905e-05,0.0,0.9228397,0.0031974032,0.0038023172,0.06982437,0.37712073,0.03508502,0.0039751497,0.0,0.94998735,0.0033475072,0.0055498146,0.036558304,0.21098106,0.22701384,0.009866337,0.0,0.9502809,0.0030844694,0.0045826402,0.010487195,0.04459261,0.24719818,0.18365811,0.0,0.943674,0.0026244759,0.001487203,0.0017496506,0.019333638,0.2073336,0.25711116,0.0,0.9442629,0.015356084,0.0656041,0.28831276,0.139386,0.035709713,9.086441e-05,0.0,0.93923277,0.010128449,0.030023616,0.12913772,0.31181154,0.05362652,0.007686769,0.0,0.91828114,0.004774885,0.009372923,0.04819097,0.38809204,0.055972263,0.024051273,0.0,2.8521752,4.275586,1.9344057,4.211519,5.983852,4.275586,3.7314222,4.211519,9.045578,8.74118,5.3249755,8.628403,0.874741,0.8536689,0.8808232,0.8531298,0.8414018,0.8536689,0.8558802,0.8531298,0.8220507,0.8195655,0.8413373,0.8191089,0.64570147,0.64241385,0.64717054,0.6423592,0.6402241,0.64241385,0.64356554,0.6423592,0.63500196,0.6342171,0.6403887,0.6342281,0.9836022,0.9754662,0.98887867,0.97583383,0.96566427,0.9754662,0.9785889,0.97583383,0.9481964,0.9500349,0.9695041,0.9506796
100000_sample_ (21).jpg,100k,0.9386081,0.0057621985,0.007923023,0.096876964,0.31070855,0.11398349,0.001260481,0.0,0.93570477,0.0026939677,0.002244973,0.021461943,0.12428171,0.3237251,0.061153065,0.0,0.9209051,0.0022101016,0.0023869097,0.00282893,0.026256006,0.3679377,0.1258874,0.0,0.9816095,0.0033002042,0.022055022,0.12114164,0.13514738,0.054815587,0.0007244351,0.0,0.9826251,0.0022568703,0.0024180752,0.049731746,0.10438024,0.14000656,0.03828619,0.0008866276,0.9688229,0.0018281176,0.001907601,0.0019870843,0.056353714,0.23924497,0.030919034,0.0011922506,0.9794867,0.0033730015,0.037678894,0.06507425,0.11459978,0.14767165,0.0,0.0,0.9771114,0.0022986992,0.035219356,0.03858531,0.10705371,0.17601469,0.008784316,0.0,0.9726233,0.0017981271,0.0021250593,0.0018798602,0.04977543,0.19534199,0.11557054,0.0,0.9533515,0.003293729,0.03074147,0.12726602,0.20137492,0.18280195,0.00018298494,0.0,0.9415229,0.0036170683,0.0029840814,0.04702189,0.24225315,0.22886999,0.015282113,0.0,0.9293586,0.002857367,0.0027680744,0.0031252452,0.053664926,0.34136608,0.12983161,0.0,2.6257048,3.787128,1.8672181,4.1222606,5.903082,3.787128,4.041277,4.1222606,9.128088,8.344101,6.0664835,9.008804,0.87631804,0.8596445,0.87866396,0.857221,0.8476815,0.8596445,0.8505747,0.857221,0.8272907,0.82907236,0.83479017,0.82807773,0.6811322,0.67877394,0.6827795,0.6780797,0.67580247,0.67877394,0.67907333,0.6780797,0.6706958,0.67135394,0.67562467,0.6700883,0.98519737,0.9786958,0.9894734,0.9768106,0.966793,0.9786958,0.9772663,0.9768106,0.94876236,0.95326275,0.9659477,0.9495396
100000_sample_ (22).jpg,100k,0.41437134,0.8953311,0.0023432875,0.0065416773,0.08094105,0.10495975,0.09519605,0.0,0.47166073,0.8615139,0.0021868357,0.0025844425,0.02862767,0.121767,0.1402557,0.0,0.98191255,0.0036005173,0.0012491591,0.0016165589,0.0016165589,0.025203621,0.18759431,0.0011021992,0.9916987,0.057917304,0.011506237,0.039538212,0.09490716,0.029808106,0.039847106,0.0,0.99310243,0.040835433,0.01167817,0.025340866,0.07762548,0.057169605,0.044804484,0.0,0.99305344,0.001987579,0.001840351,0.009643439,0.046524074,0.06860829,0.082889415,0.0015458949,0.43268567,0.8902646,0.002090269,0.0063658194,0.08342074,0.110594235,0.031259023,0.0,0.44470057,0.8808309,0.0020949491,0.0036185486,0.008094122,0.07798924,0.14217086,0.00066657475,0.98967487,0.0055764387,0.0012153776,0.0013583633,0.0018588129,0.032100268,0.13955395,0.0,0.95570904,0.28414315,0.0015748892,0.007625779,0.037217118,0.06639401,0.005387779,0.0,0.94896334,0.3069138,0.0012599089,0.0041996962,0.01671479,0.058039803,0.040065102,0.0,0.99749,0.0018714634,0.0010694077,0.0014035975,0.0022056533,0.02479689,0.06623644,0.0,1.6781557,2.5180624,1.035432,2.28,3.773868,2.5180624,2.1229546,2.28,5.8594675,5.4979076,3.0340755,4.986902,0.8927294,0.8757559,0.9010422,0.87853336,0.85937196,0.8757559,0.88156015,0.87853336,0.8364184,0.84240943,0.86847395,0.8461513,0.3939585,0.38995948,0.39865357,0.39115804,0.38276732,0.38995948,0.39486107,0.39115804,0.37415642,0.37914813,0.39128864,0.38034374,0.98504823,0.97763973,0.9907847,0.9797537,0.9664517,0.97763973,0.98116904,0.9797537,0.9480284,0.9514513,0.97317755,0.9559637
100000_sample_ (23).jpg,100k,0.9589896,0.007861286,0.013975621,0.15084936,0.22876345,0.070664234,0.0,0.0,0.95043766,0.0024248068,0.0022516064,0.04884254,0.13336438,0.2765146,0.005022814,0.0,0.92229515,0.0022693858,0.002101283,0.003866361,0.041689456,0.38361025,0.021264985,0.0,0.97292364,0.004241906,0.04615194,0.15067251,0.15924115,0.056671865,8.4838124e-05,0.0,0.971694,0.0031369582,0.0035608714,0.075032644,0.13412616,0.17778923,0.02365436,8.478265e-05,0.95287186,0.0026609565,0.0020788722,0.0024114917,0.0816581,0.29062635,0.02976945,0.00033261956,0.9724729,0.0029275792,0.045205265,0.098418325,0.14767054,0.14405411,0.0,0.0,0.96640193,0.0019684064,0.042021196,0.06932214,0.09970406,0.22260109,0.00017116577,0.0,0.95713043,0.0017804712,0.0016956868,0.0021196085,0.065538295,0.26554456,0.0952976,0.0,0.95797336,0.0034544494,0.06663451,0.119451225,0.22153929,0.12036029,0.0,0.0,0.9450774,0.003499622,0.0029612186,0.058596235,0.24057658,0.21320774,0.0062813726,0.0,0.912458,0.003207386,0.002340525,0.0021671527,0.03008008,0.40239692,0.06761517,0.0,2.6847427,3.9104652,1.762592,4.044998,5.8571296,3.9104652,3.583815,4.044998,8.9349375,8.431242,5.247221,8.660363,0.87433237,0.857594,0.8794423,0.8578038,0.84867114,0.857594,0.8560229,0.8578038,0.8302593,0.8269416,0.8406298,0.82667476,0.67108804,0.66832954,0.67306757,0.6680962,0.66572446,0.66832954,0.6696596,0.6680962,0.6605679,0.6603914,0.66640687,0.6599652,0.9839116,0.9766149,0.9894376,0.9758104,0.9649739,0.9766149,0.9785685,0.9758104,0.9466794,0.9497881,0.9686864,0.94842356
100000_sample_ (24).jpg,100k,0.5581304,0.81472516,0.0033362224,0.0085368045,0.07938247,0.13511701,0.00843868,0.0,0.85399944,0.50210166,0.0034908573,0.0013575556,0.051587112,0.10191364,0.074277684,0.0,0.99229676,0.002204788,0.002204788,0.0010668328,0.0004978553,0.057111118,0.10988378,0.0,0.9959787,0.023244448,0.0060054045,0.011798854,0.054967117,0.06549424,7.065182e-05,0.0,0.9966507,0.003954137,0.0046478454,0.007908274,0.04516041,0.066387884,0.011862411,0.0,0.99583465,0.0029087595,0.00096958654,0.0011080989,0.006025288,0.070779815,0.057067093,0.0,0.5518495,0.82368755,0.002211629,0.017693032,0.071733706,0.10740824,0.00086542004,0.0,0.8148252,0.5648889,0.0015434122,0.0034726774,0.012829614,0.09675265,0.0861417,0.0,0.9949017,0.0018118264,0.0009755988,0.001324027,0.0014633982,0.060974926,0.080277845,0.0,0.93104845,0.35595876,0.0016340219,0.0076541025,0.050568677,0.061834827,0.0003440046,0.0,0.9918101,0.11076613,0.0010317536,0.003095261,0.022624884,0.054388158,0.023730334,0.0,0.99801046,0.0012022613,0.0009350921,0.001135469,0.004141122,0.043281406,0.045619138,0.0,1.4572917,2.174256,0.9018229,2.0913956,3.2292385,2.174256,1.7508765,2.0913956,4.9703555,4.6376867,2.4261672,4.4721155,0.91129535,0.89954895,0.92259693,0.89984703,0.88504815,0.89954895,0.9059244,0.89984703,0.8657791,0.8716423,0.89575857,0.8726396,0.44978443,0.44679528,0.4558184,0.44725072,0.43916985,0.44679528,0.45006487,0.44725072,0.4301142,0.4348845,0.44597995,0.43540743,0.98367447,0.9757252,0.98990756,0.9766503,0.9639096,0.9757252,0.9804725,0.9766503,0.9445823,0.9485206,0.9730336,0.95035845
100000_sample_ (25).jpg,100k,0.9602779,0.0035569142,0.018762723,0.18353677,0.17606725,0.113198794,0.0015116886,0.0,0.94994,0.002728701,0.0031688141,0.04850046,0.15500782,0.26635644,0.016460229,0.0,0.922311,0.002393171,0.0023077005,0.0024786412,0.064615615,0.38008684,0.026153939,0.0,0.97232264,0.0035584422,0.09295346,0.15969595,0.12654167,0.06648212,0.0004339564,0.0,0.97043616,0.0024273908,0.005461629,0.119288914,0.13263956,0.15994771,0.028435148,0.0017338505,0.94849306,0.0020344832,0.0027974145,0.0022887937,0.11104888,0.2955087,0.026193973,0.0005086208,0.96806705,0.003982034,0.04752471,0.08613312,0.10716865,0.20412251,0.0012984893,0.0,0.96597946,0.002851281,0.043892447,0.069121964,0.10731185,0.22049907,0.0059617693,0.0,0.9571594,0.002568866,0.002397608,0.00299701,0.08580012,0.26116803,0.09085222,0.0,0.96161675,0.002991173,0.10233437,0.07459804,0.18790004,0.15472521,0.00090641604,0.0,0.9538643,0.0026083982,0.0033279564,0.10451582,0.20309529,0.19446059,0.011782764,0.0,0.9265643,0.0026223517,0.001573411,0.0027971752,0.08339079,0.3630209,0.0521848,0.0,2.6594057,3.9613996,1.83125,4.0486584,5.875246,3.9613996,3.6699064,4.0486584,8.9347515,8.511997,5.3453865,8.683582,0.86809635,0.84894437,0.8718122,0.8496576,0.8407447,0.84894437,0.84617674,0.8496576,0.8209023,0.81620014,0.83070236,0.8152803,0.6629139,0.6599936,0.6647721,0.65984464,0.65757865,0.6599936,0.6613806,0.65984464,0.6523894,0.65201175,0.6582127,0.65170527,0.9840834,0.9763388,0.98903996,0.9758176,0.96490777,0.9763388,0.97808003,0.9758176,0.94674164,0.94936246,0.96813715,0.9483417
100000_sample_ (26).jpg,100k,0.789238,0.58451045,0.0029774816,0.017556874,0.09938628,0.15544507,0.033060312,0.0,0.8387296,0.5092035,0.0024185404,0.0061471234,0.06842454,0.17201868,0.05411484,0.0,0.98743457,0.00244213,0.0014800788,0.0014800788,0.002590138,0.082070366,0.13498318,0.0,0.9986473,0.0033990263,0.0043320926,0.013729401,0.03878889,0.03125771,0.0017994845,0.0,0.9986369,0.004270531,0.0023354464,0.007740337,0.033563703,0.037900962,0.008807969,0.0,0.99803704,0.0011968466,0.00093088066,0.001396321,0.0037900142,0.055653367,0.02839186,0.0,0.9586133,0.2718294,0.0019172266,0.01617139,0.053765703,0.06335183,8.335768e-05,0.0,0.83065647,0.5479474,0.0015882533,0.0034567865,0.0084084,0.07511504,0.06353013,0.0,0.99714565,0.0014211102,0.0010150787,0.0012180945,0.0012180945,0.053190123,0.053528484,0.0,0.9975954,0.016437884,0.0018415886,0.0096853925,0.03574046,0.056202557,0.0,0.0,0.99417067,0.0817315,0.0010858923,0.004198784,0.020052813,0.06392287,0.020921526,0.0,0.99767685,0.001008026,0.0010752276,0.0019488501,0.0037632966,0.05302216,0.04253869,0.0,1.4275429,1.873541,0.86511946,2.1438062,3.2146592,1.873541,1.7806964,2.1438062,4.967731,4.0302253,2.6077847,4.673631,0.9205338,0.91143495,0.92967135,0.91176933,0.8954376,0.91143495,0.915028,0.91176933,0.8766684,0.88551563,0.9055402,0.88486964,0.4845541,0.48204872,0.48975852,0.48267177,0.47459355,0.48204872,0.484751,0.48267177,0.46548977,0.47013417,0.48049778,0.47083884,0.98310965,0.97790873,0.98977476,0.97472197,0.96205586,0.97790873,0.9790257,0.97472197,0.9415038,0.95275587,0.96939,0.94521356
100000_sample_ (27).jpg,100k,0.95681626,0.0035360977,0.0074171806,0.06520219,0.25554773,0.12195224,0.0025873885,0.0,0.9567421,0.0029329394,0.0024153618,0.014319645,0.09100738,0.26327443,0.08263988,0.0,0.94145304,0.0024609822,0.0021215365,0.0021215365,0.018499797,0.32035202,0.10336126,0.0,0.9714172,0.0039200974,0.014828194,0.115557656,0.17759745,0.10567219,0.0072436584,0.0,0.9729687,0.0026471855,0.002134827,0.043721255,0.11767166,0.17360413,0.08616161,0.00017078615,0.9548073,0.0025984573,0.0018440664,0.0022631723,0.048532475,0.28163922,0.08155803,8.38212e-05,0.97872514,0.010707789,0.033700485,0.048475575,0.0922198,0.17140764,0.024735823,0.0,0.9803205,0.0092992205,0.032132126,0.030886697,0.08527053,0.16066064,0.061773393,0.0,0.9735085,0.0025398722,0.0019663528,0.0027856664,0.046700876,0.14141354,0.1734487,0.0,0.95883536,0.0025984698,0.017382868,0.09927946,0.18726903,0.18753783,0.015142807,0.0,0.9506871,0.0023991542,0.0028434421,0.010129763,0.19948524,0.22925252,0.061045147,0.0,0.93364316,0.002270363,0.0023576848,0.002532328,0.009168774,0.31994656,0.16075917,0.0,2.8791974,4.13604,1.845772,4.3350096,6.3828435,4.13604,3.8901637,4.3350096,9.7714615,9.062806,5.7396245,9.396026,0.8708917,0.8545403,0.87852347,0.85261965,0.8421538,0.8545403,0.84855974,0.85261965,0.8224773,0.8208214,0.83201754,0.8200012,0.6770103,0.67388433,0.67811054,0.6737226,0.67169416,0.67388433,0.6741029,0.6737226,0.6667379,0.66626644,0.67049533,0.66610295,0.98472273,0.9781014,0.9902062,0.9770479,0.9662058,0.9781014,0.9794034,0.9770479,0.9483769,0.95222306,0.96967727,0.9504664
100000_sample_ (28).jpg,100k,0.9513866,0.0027253039,0.0037472928,0.031085497,0.11574025,0.28360194,0.007068757,0.0,0.95082545,0.0027251602,0.0025548376,0.006642578,0.07954061,0.2932102,0.0597832,0.0,0.95057124,0.0017020076,0.0023828107,0.0022126099,0.003148714,0.18475293,0.24951431,0.0,0.9574433,0.004284058,0.03331074,0.03645821,0.17433494,0.22460707,0.0020108845,0.0,0.9548773,0.005763847,0.025587987,0.0188635,0.1241847,0.26539895,0.036155038,0.0,0.94583714,0.006580339,0.00051950046,0.0012987511,0.043291703,0.29663476,0.12442036,0.0,0.9623017,0.004140416,0.006728176,0.06892067,0.2015865,0.16889447,0.00069006934,0.0,0.9552753,0.007311878,0.0055054137,0.00946243,0.04404331,0.2651201,0.1226675,0.0,0.95136565,0.0023010725,0.002727197,0.0025567473,0.012016712,0.25891328,0.16644424,0.0,0.95883334,0.0049798177,0.00969754,0.068669066,0.1876605,0.2014642,8.7365224e-05,0.0,0.9519769,0.004691253,0.0051256283,0.016766885,0.108420074,0.28017205,0.056208163,0.0,0.94693416,0.0046685333,0.0027665382,0.004927896,0.027406018,0.2861638,0.14360063,0.0,3.182506,4.7313805,2.1047182,4.6761093,6.8737082,4.7313805,4.051089,4.6761093,10.467391,9.909387,5.7864995,9.811364,0.8734635,0.853398,0.87869394,0.8524816,0.84327126,0.853398,0.8544666,0.8524816,0.824135,0.8215528,0.8409659,0.82225937,0.6672511,0.6639227,0.6686062,0.66399854,0.66150755,0.6639227,0.66478485,0.66399854,0.6563258,0.6559164,0.66148174,0.6560373,0.9841544,0.976491,0.98952067,0.9767656,0.96584654,0.976491,0.97987133,0.9767656,0.94809765,0.9509639,0.97130775,0.951449
100000_sample_ (29).jpg,100k,0.96772695,0.0054566185,0.012991949,0.11406931,0.18717067,0.12325029,0.00840146,0.0,0.958588,0.0028276932,0.00257063,0.025620613,0.088086925,0.26177585,0.06443713,0.0,0.9418567,0.0027795807,0.002358432,0.0022742024,0.024510847,0.3251267,0.08111322,0.0,0.9762162,0.003794897,0.03145548,0.14353144,0.114605896,0.11072667,0.0013492968,0.0,0.9751218,0.002527532,0.002527532,0.058301736,0.12528133,0.1658061,0.050382137,0.0004212553,0.9608684,0.0021586951,0.0024077755,0.0024077755,0.064096645,0.26103607,0.06683652,0.0004981604,0.97299623,0.008525429,0.03899751,0.068963125,0.0994352,0.19245523,0.0016037936,0.0,0.9708569,0.004874033,0.033698056,0.055967342,0.093699075,0.2105078,0.0072270143,0.0,0.9685395,0.0030973172,0.0017579368,0.0035995848,0.04997563,0.17721677,0.16733883,0.0,0.9573352,0.0035403064,0.058732778,0.08206249,0.19108577,0.191812,0.0027233127,0.0,0.94713694,0.0030552805,0.0029654193,0.058409773,0.212342,0.23274048,0.015635848,0.0,0.92750216,0.0027292422,0.002377082,0.002553162,0.017872134,0.34379646,0.14561827,0.0,2.655055,3.836217,1.7519914,3.980592,5.9679193,3.836217,3.6752276,3.980592,9.229187,8.514818,5.4775815,8.74304,0.87006253,0.8528042,0.87406087,0.85112095,0.8422027,0.8528042,0.8473277,0.85112095,0.82437646,0.8197994,0.8307995,0.8204573,0.67622125,0.673101,0.6773879,0.67303944,0.67091745,0.673101,0.6735495,0.67303944,0.6659746,0.6657012,0.6701736,0.6653567,0.98511255,0.9785357,0.9901762,0.97772795,0.9666088,0.9785357,0.9794367,0.97772795,0.9484729,0.95256203,0.96941835,0.95129055
100000_sample_ (3).jpg,100k,0.96604735,0.01103949,0.042686027,0.07460855,0.16513236,0.1492171,0.09852745,0.0,0.96194047,0.0037557909,0.014290326,0.0687951,0.13337637,0.18330091,0.13539168,0.0,0.93873817,0.0030411717,0.0033989567,0.0049195425,0.089804016,0.111986674,0.31324068,0.0003577849,0.96622103,0.0021382484,0.031806447,0.034657445,0.09426112,0.14718276,0.1834439,0.0,0.9635044,0.00213204,0.03571167,0.02807186,0.07630926,0.13876027,0.21098311,0.0,0.9348835,0.0021555,0.0017244001,0.0024141602,0.013967641,0.12579499,0.33160213,8.622e-05,0.98385966,0.030314771,0.05797181,0.09991416,0.115528345,0.066028066,0.0071426583,0.0,0.98183995,0.0046461923,0.041234955,0.055339467,0.12279222,0.123372994,0.03011728,0.0,0.9811525,0.0030694716,0.0022398848,0.051019598,0.10502571,0.11871389,0.09797422,0.0,0.951291,0.009018246,0.006339559,0.03276927,0.2078661,0.22259888,0.033037137,0.0,0.9505702,0.0027656197,0.003479328,0.017575067,0.079578474,0.26148486,0.14622098,0.0,0.9365785,0.0027249118,0.0029886127,0.006504628,0.008526336,0.1860851,0.29675168,0.0,2.542065,4.0499806,1.8770833,4.0115957,6.030604,4.0499806,4.440145,4.0115957,9.4555025,9.633362,6.860116,9.490328,0.87823766,0.85783273,0.8829094,0.8591772,0.8453682,0.85783273,0.85304075,0.8591772,0.8209864,0.81683195,0.8307325,0.8186381,0.66384387,0.6609374,0.66552603,0.6607618,0.65843517,0.6609374,0.6618005,0.6607618,0.6532353,0.65285325,0.65829873,0.65246624,0.98739606,0.979961,0.99069315,0.9801509,0.9701612,0.979961,0.9780306,0.9801509,0.95331174,0.95253015,0.966127,0.953235
100000_sample_ (30).jpg,100k,0.9705523,0.0022328657,0.0059543084,0.06632438,0.10163674,0.20798731,0.00024809618,0.0,0.96620476,0.0022240006,0.003541927,0.018286228,0.10922314,0.23203741,0.018039117,0.0,0.96486837,0.0018102595,0.0032090964,0.0023862512,0.0053484943,0.19822343,0.1723038,0.0,0.94794804,0.007637231,0.031759705,0.12526922,0.180872,0.22781302,0.004656848,0.0,0.94707316,0.0061449893,0.02746624,0.04236318,0.21954371,0.21972992,0.0631258,0.0,0.93862724,0.002953109,0.002953109,0.012089291,0.08656301,0.2611656,0.20764048,0.0,0.9474873,0.003443803,0.0071525136,0.0401777,0.2311763,0.21713619,0.00017660527,0.0,0.939065,0.0028886227,0.0051645073,0.0070027215,0.03457594,0.31669807,0.12876254,0.0,0.9386015,0.0024495146,0.0021870667,0.0022745493,0.008573301,0.28493103,0.194299,0.0,0.973404,0.0029002416,0.011352374,0.056844737,0.16315931,0.14998393,0.0,0.0,0.97191864,0.002317442,0.0078627495,0.02276059,0.097911924,0.20765936,0.04560395,0.0,0.964544,0.00213631,0.0037796255,0.0056694383,0.021938263,0.2393489,0.108787484,0.0,2.9905024,4.6320953,2.1185355,4.2142563,6.3960075,4.6320953,4.0323267,4.2142563,9.7946205,9.577438,5.837543,8.728533,0.87726986,0.85895115,0.87729526,0.8561217,0.8502085,0.85895115,0.8559459,0.8561217,0.8330308,0.8300371,0.84315795,0.8308775,0.6732839,0.6701034,0.6748416,0.67043215,0.6678188,0.6701034,0.67125654,0.67043215,0.6626925,0.6618591,0.66788036,0.6629061,0.9846711,0.9763061,0.9891407,0.97844344,0.96728367,0.9763061,0.9793742,0.97844344,0.9500043,0.9512135,0.9702028,0.9555377
